Order ID,Order Date,Customer Name,Region,Category,Sub-Category,Product Name,Sales,Quantity,Profit
ORD-1046,2021-01-11 01:36:12.674534907,Customer_783,South,Furniture,Furnishings,Furnishings Product 7,1991.18,6,-113.28
ORD-1047,2021-01-11 06:51:20.776155231,Customer_190,East,Technology,Copiers,Copiers Product 19,1208.47,2,298.55
ORD-1048,2021-01-11 12:06:28.877775555,Customer_958,West,Technology,Copiers,Copiers Product 24,1958.09,4,-214.12
ORD-1049,2021-01-11 17:21:36.979395879,Customer_687,North,Technology,Machines,Machines Product 15,736.51,5,21.63
ORD-1050,2021-01-11 22:36:45.081016203,Customer_958,East,Technology,Copiers,Copiers Product 41,921.47,8,86.64
ORD-1051,2021-01-12 03:51:53.182636527,Customer_563,East,Furniture,Chairs,Chairs Product 42,1507.2,6,85.94
ORD-1052,2021-01-12 09:07:01.284256851,Customer_876,West,Technology,Machines,Machines Product 23,1587.47,2,341.5
ORD-1053,2021-01-12 14:22:09.385877175,Customer_567,South,Furniture,Bookcases,Bookcases Product 4,473.74,5,-39.92
ORD-1054,2021-01-12 19:37:17.487497499,Customer_244,West,Technology,Machines,Machines Product 38,1860.3,5,-21.03
ORD-1055,2021-01-13 00:52:25.589117823,Customer_832,East,Office Supplies,Binders,Binders Product 4,1736.17,6,340.36
ORD-1056,2021-01-13 06:07:33.690738147,Customer_505,East,Furniture,Furnishings,Furnishings Product 5,46.23,1,2.96
ORD-1057,2021-01-13 11:22:41.792358471,Customer_131,South,Office Supplies,Art,Art Product 41,265.85,8,0.28
ORD-1058,2021-01-13 16:37:49.893978795,Customer_485,South,Technology,Phones,Phones Product 44,997.23,3,-184.77
ORD-1059,2021-01-13 21:52:57.995599119,Customer_819,South,Technology,Machines,Machines Product 23,927.3,5,163.85
ORD-1060,2021-01-14 03:08:06.097219444,Customer_647,West,Technology,Machines,Machines Product 40,1419.7,7,406.16
ORD-1061,2021-01-14 08:23:14.198839768,Customer_21,South,Furniture,Bookcases,Bookcases Product 37,188.53,3,20.77
ORD-1062,2021-01-14 13:38:22.300460092,Customer_841,East,Office Supplies,Paper,Paper Product 11,1293.26,6,295.21
ORD-1063,2021-01-14 18:53:30.402080416,Customer_167,East,Furniture,Chairs,Chairs Product 11,1236.58,5,72.26
ORD-1064,2021-01-15 00:08:38.503700740,Customer_274,North,Furniture,Tables,Tables Product 13,474.9,7,-39.97
ORD-1065,2021-01-15 05:23:46.605321064,Customer_388,West,Technology,Accessories,Accessories Product 14,1089.36,3,-210.01
ORD-1066,2021-01-15 10:38:54.706941388,Customer_601,North,Office Supplies,Art,Art Product 8,452.19,2,57.29
ORD-1067,2021-01-15 15:54:02.808561712,Customer_316,East,Technology,Phones,Phones Product 25,302.38,4,14.08
ORD-1068,2021-01-15 21:09:10.910182036,Customer_14,North,Furniture,Chairs,Chairs Product 18,1150.54,3,219.81
ORD-1069,2021-01-16 02:24:19.011802360,Customer_242,East,Technology,Accessories,Accessories Product 44,1955.17,4,288.08
ORD-1070,2021-01-16 07:39:27.113422684,Customer_777,North,Office Supplies,Binders,Binders Product 44,481.5,7,141.55
ORD-1071,2021-01-16 12:54:35.215043008,Customer_346,South,Technology,Copiers,Copiers Product 18,717.12,5,39.55
ORD-1072,2021-01-16 18:09:43.316663332,Customer_565,North,Office Supplies,Paper,Paper Product 10,520.58,4,7.07
ORD-1073,2021-01-16 23:24:51.418283656,Customer_898,South,Office Supplies,Storage,Storage Product 7,540.26,6,-30.6
ORD-1074,2021-01-17 04:39:59.519903981,Customer_340,South,Technology,Accessories,Accessories Product 44,814.34,7,31.3
ORD-1075,2021-01-17 09:55:07.621524305,Customer_92,West,Furniture,Bookcases,Bookcases Product 14,1406.69,5,332.59
ORD-1076,2021-01-17 15:10:15.723144629,Customer_367,South,Technology,Phones,Phones Product 15,87.22,7,-15.59
ORD-1077,2021-01-17 20:25:23.824764953,Customer_956,South,Furniture,Chairs,Chairs Product 16,1914.68,3,553.25
ORD-1078,2021-01-18 01:40:31.926385277,Customer_455,North,Furniture,Tables,Tables Product 2,102.1,7,30.29
ORD-1079,2021-01-18 06:55:40.028005601,Customer_428,East,Technology,Copiers,Copiers Product 30,1763.69,3,174.45
ORD-1080,2021-01-18 12:10:48.129625925,Customer_509,West,Furniture,Furnishings,Furnishings Product 30,1789.81,6,-61.26
ORD-1081,2021-01-18 17:25:56.231246249,Customer_776,South,Furniture,Tables,Tables Product 18,1053.73,8,-93.23
ORD-1082,2021-01-18 22:41:04.332866573,Customer_943,West,Technology,Copiers,Copiers Product 31,282.62,6,-17.45
ORD-1083,2021-01-19 03:56:12.434486897,Customer_35,North,Technology,Phones,Phones Product 44,1134.64,3,-198.5
ORD-1084,2021-01-19 09:11:20.536107221,Customer_206,South,Technology,Machines,Machines Product 48,1260.98,5,47.36
ORD-1085,2021-01-19 14:26:28.637727545,Customer_81,North,Furniture,Bookcases,Bookcases Product 13,1716.94,9,-294.18
ORD-1086,2021-01-19 19:41:36.739347869,Customer_932,West,Office Supplies,Storage,Storage Product 20,1106.28,8,176.16
ORD-1087,2021-01-20 00:56:44.840968193,Customer_562,North,Furniture,Bookcases,Bookcases Product 49,827.31,6,-11.61
ORD-1088,2021-01-20 06:11:52.942588517,Customer_872,West,Office Supplies,Art,Art Product 35,1678.2,9,-168.35
ORD-1089,2021-01-20 11:27:01.044208842,Customer_388,North,Technology,Copiers,Copiers Product 23,1962.09,2,142.11
ORD-1090,2021-01-20 16:42:09.145829166,Customer_2,West,Office Supplies,Art,Art Product 42,1293.76,9,371.15
ORD-1091,2021-01-20 21:57:17.247449490,Customer_390,East,Technology,Machines,Machines Product 33,1750.03,6,258.24
ORD-1092,2021-01-21 03:12:25.349069814,Customer_566,North,Technology,Accessories,Accessories Product 38,1201.48,9,55.12
ORD-1093,2021-01-21 08:27:33.450690138,Customer_106,North,Office Supplies,Storage,Storage Product 35,1382.68,4,260.58
ORD-1094,2021-01-21 13:42:41.552310462,Customer_772,East,Technology,Copiers,Copiers Product 36,1379.45,5,232.77
ORD-1095,2021-01-21 18:57:49.653930786,Customer_822,East,Office Supplies,Storage,Storage Product 20,1412.53,2,347.3
ORD-1096,2021-01-22 00:12:57.755551110,Customer_477,North,Technology,Machines,Machines Product 3,648.82,3,-63.37
ORD-1097,2021-01-22 05:28:05.857171434,Customer_703,East,Furniture,Furnishings,Furnishings Product 8,1155.57,1,265.13
ORD-1098,2021-01-22 10:43:13.958791758,Customer_402,South,Furniture,Bookcases,Bookcases Product 40,1192.33,4,-59.0
ORD-1099,2021-01-22 15:58:22.060412082,Customer_730,West,Technology,Machines,Machines Product 32,636.99,2,172.31
ORD-1100,2021-01-22 21:13:30.162032406,Customer_556,West,Technology,Phones,Phones Product 29,706.21,2,-42.0
ORD-1101,2021-01-23 02:28:38.263652730,Customer_162,West,Office Supplies,Art,Art Product 7,1526.87,1,402.21
ORD-1102,2021-01-23 07:43:46.365273054,Customer_202,South,Furniture,Furnishings,Furnishings Product 2,1169.62,2,329.71
ORD-1103,2021-01-23 12:58:54.466893378,Customer_958,East,Office Supplies,Paper,Paper Product 21,306.93,4,-39.06
ORD-1104,2021-01-23 18:14:02.568513703,Customer_996,East,Technology,Machines,Machines Product 6,1676.9,6,481.69
ORD-1105,2021-01-23 23:29:10.670134027,Customer_270,North,Technology,Accessories,Accessories Product 28,1767.4,7,-277.73
ORD-1106,2021-01-24 04:44:18.771754351,Customer_863,East,Office Supplies,Storage,Storage Product 48,937.62,7,-85.06
ORD-1107,2021-01-24 09:59:26.873374675,Customer_816,North,Technology,Machines,Machines Product 42,425.73,7,9.4
ORD-1108,2021-01-24 15:14:34.974994999,Customer_271,South,Furniture,Tables,Tables Product 36,1895.74,4,562.65
ORD-1109,2021-01-24 20:29:43.076615323,Customer_456,West,Office Supplies,Art,Art Product 32,1765.72,5,78.19
ORD-1110,2021-01-25 01:44:51.178235647,Customer_462,West,Furniture,Tables,Tables Product 45,496.32,3,37.33
ORD-1111,2021-01-25 06:59:59.279855971,Customer_727,West,Furniture,Bookcases,Bookcases Product 42,200.23,1,29.48
ORD-1112,2021-01-25 12:15:07.381476295,Customer_252,East,Furniture,Tables,Tables Product 46,886.9,8,252.01
ORD-1113,2021-01-25 17:30:15.483096619,Customer_702,North,Office Supplies,Storage,Storage Product 9,1356.03,7,259.92
ORD-1114,2021-01-25 22:45:23.584716943,Customer_296,North,Technology,Machines,Machines Product 11,359.02,9,-31.57
ORD-1115,2021-01-26 04:00:31.686337267,Customer_725,South,Furniture,Bookcases,Bookcases Product 23,1031.29,4,-50.02
ORD-1116,2021-01-26 09:15:39.787957591,Customer_720,East,Furniture,Bookcases,Bookcases Product 11,856.58,5,-129.5
ORD-1117,2021-01-26 14:30:47.889577915,Customer_749,South,Furniture,Chairs,Chairs Product 49,1782.2,5,217.83
ORD-1118,2021-01-26 19:45:55.991198239,Customer_338,North,Technology,Phones,Phones Product 2,864.84,7,-94.81
ORD-1119,2021-01-27 01:01:04.092818564,Customer_879,North,Technology,Machines,Machines Product 3,1072.22,9,-76.45
ORD-1120,2021-01-27 06:16:12.194438888,Customer_53,West,Office Supplies,Storage,Storage Product 11,1911.02,8,466.4
ORD-1121,2021-01-27 11:31:20.296059212,Customer_792,East,Technology,Phones,Phones Product 35,606.39,7,-22.21
ORD-1122,2021-01-27 16:46:28.397679536,Customer_922,North,Office Supplies,Paper,Paper Product 15,585.09,1,48.75
ORD-1123,2021-01-27 22:01:36.499299860,Customer_217,West,Office Supplies,Art,Art Product 43,1601.19,6,-1.95
ORD-1124,2021-01-28 03:16:44.600920184,Customer_764,East,Office Supplies,Binders,Binders Product 11,562.3,9,-91.65
ORD-1125,2021-01-28 08:31:52.702540508,Customer_188,South,Office Supplies,Art,Art Product 31,1665.41,7,-30.92
ORD-1126,2021-01-28 13:47:00.804160832,Customer_380,East,Office Supplies,Paper,Paper Product 28,200.12,1,0.81
ORD-1127,2021-01-28 19:02:08.905781156,Customer_493,East,Furniture,Furnishings,Furnishings Product 28,231.41,9,57.36
ORD-1128,2021-01-29 00:17:17.007401480,Customer_41,North,Technology,Phones,Phones Product 32,1803.63,3,-68.13
ORD-1129,2021-01-29 05:32:25.109021804,Customer_157,North,Furniture,Furnishings,Furnishings Product 25,1086.22,9,-11.27
ORD-1130,2021-01-29 10:47:33.210642128,Customer_15,East,Office Supplies,Storage,Storage Product 20,1440.44,4,275.77
ORD-1131,2021-01-29 16:02:41.312262452,Customer_813,North,Technology,Machines,Machines Product 28,458.32,9,82.26
ORD-1132,2021-01-29 21:17:49.413882777,Customer_65,North,Furniture,Furnishings,Furnishings Product 25,340.89,8,67.89
ORD-1133,2021-01-30 02:32:57.515503101,Customer_857,North,Furniture,Tables,Tables Product 11,1671.56,7,462.83
ORD-1134,2021-01-30 07:48:05.617123425,Customer_839,West,Office Supplies,Paper,Paper Product 19,723.66,4,143.12
ORD-1135,2021-01-30 13:03:13.718743749,Customer_521,West,Furniture,Bookcases,Bookcases Product 28,915.51,9,3.48
ORD-1136,2021-01-30 18:18:21.820364073,Customer_344,East,Furniture,Furnishings,Furnishings Product 1,65.66,4,13.84
ORD-1137,2021-01-30 23:33:29.921984397,Customer_129,North,Furniture,Furnishings,Furnishings Product 5,777.9,1,42.27
ORD-1138,2021-01-31 04:48:38.023604721,Customer_648,West,Furniture,Bookcases,Bookcases Product 10,1543.17,6,-94.35
ORD-1139,2021-01-31 10:03:46.125225045,Customer_472,East,Furniture,Bookcases,Bookcases Product 42,1644.34,4,-79.82
ORD-1140,2021-01-31 15:18:54.226845369,Customer_63,North,Office Supplies,Storage,Storage Product 46,1400.52,3,-123.36
ORD-1141,2021-01-31 20:34:02.328465693,Customer_139,South,Office Supplies,Art,Art Product 34,1387.44,5,-176.9
ORD-1142,2021-02-01 01:49:10.430086017,Customer_499,North,Furniture,Bookcases,Bookcases Product 36,1017.42,3,-109.63
ORD-1143,2021-02-01 07:04:18.531706341,Customer_593,North,Office Supplies,Binders,Binders Product 2,1081.28,9,-182.1
ORD-1144,2021-02-01 12:19:26.633326665,Customer_392,West,Office Supplies,Art,Art Product 18,1487.84,6,363.37
ORD-1145,2021-02-01 17:34:34.734946989,Customer_675,East,Technology,Phones,Phones Product 13,502.13,3,133.32
ORD-1146,2021-02-01 22:49:42.836567313,Customer_419,East,Furniture,Chairs,Chairs Product 5,470.72,5,43.96
ORD-1147,2021-02-02 04:04:50.938187638,Customer_289,West,Office Supplies,Paper,Paper Product 20,1900.35,8,418.54
ORD-1148,2021-02-02 09:19:59.039807962,Customer_379,North,Office Supplies,Storage,Storage Product 2,65.1,8,-7.04
ORD-1149,2021-02-02 14:35:07.141428286,Customer_773,South,Furniture,Chairs,Chairs Product 11,287.54,6,72.13
ORD-1150,2021-02-02 19:50:15.243048610,Customer_490,North,Technology,Accessories,Accessories Product 30,1144.96,5,60.89
ORD-1151,2021-02-03 01:05:23.344668934,Customer_231,North,Furniture,Chairs,Chairs Product 32,1478.29,5,-246.01
ORD-1152,2021-02-03 06:20:31.446289258,Customer_41,South,Technology,Machines,Machines Product 32,1080.4,1,-139.74
ORD-1153,2021-02-03 11:35:39.547909582,Customer_28,West,Furniture,Tables,Tables Product 38,716.58,2,-32.61
ORD-1154,2021-02-03 16:50:47.649529906,Customer_135,East,Furniture,Chairs,Chairs Product 28,1956.17,4,-348.63
ORD-1155,2021-02-03 22:05:55.751150230,Customer_201,West,Furniture,Tables,Tables Product 10,1410.67,6,-63.98
ORD-1156,2021-02-04 03:21:03.852770554,Customer_840,West,Furniture,Tables,Tables Product 22,1664.47,7,-283.02
ORD-1157,2021-02-04 08:36:11.954390878,Customer_780,North,Technology,Machines,Machines Product 17,90.09,1,-7.39
ORD-1158,2021-02-04 13:51:20.056011202,Customer_930,East,Technology,Machines,Machines Product 22,479.48,8,-32.2
ORD-1159,2021-02-04 19:06:28.157631526,Customer_33,East,Office Supplies,Binders,Binders Product 43,754.6,1,224.26
ORD-1160,2021-02-05 00:21:36.259251850,Customer_48,West,Furniture,Chairs,Chairs Product 19,373.38,9,-30.7
ORD-1161,2021-02-05 05:36:44.360872174,Customer_503,South,Technology,Machines,Machines Product 17,155.07,4,-12.47
ORD-1162,2021-02-05 10:51:52.462492499,Customer_407,West,Technology,Accessories,Accessories Product 24,457.93,7,65.66
ORD-1163,2021-02-05 16:07:00.564112823,Customer_574,South,Technology,Copiers,Copiers Product 36,1071.93,6,246.2
ORD-1164,2021-02-05 21:22:08.665733147,Customer_728,East,Furniture,Bookcases,Bookcases Product 32,1394.53,9,-9.03
ORD-1165,2021-02-06 02:37:16.767353471,Customer_805,West,Office Supplies,Storage,Storage Product 46,1550.3,2,368.68
ORD-1166,2021-02-06 07:52:24.868973795,Customer_99,North,Technology,Phones,Phones Product 36,95.44,7,-2.86
ORD-1167,2021-02-06 13:07:32.970594119,Customer_684,West,Furniture,Bookcases,Bookcases Product 28,861.69,5,-87.45
ORD-1168,2021-02-06 18:22:41.072214443,Customer_872,East,Technology,Copiers,Copiers Product 14,253.2,7,-8.91
ORD-1169,2021-02-06 23:37:49.173834767,Customer_726,North,Technology,Copiers,Copiers Product 36,868.09,1,90.87
ORD-1170,2021-02-07 04:52:57.275455091,Customer_987,North,Office Supplies,Paper,Paper Product 6,873.61,9,-14.35
ORD-1171,2021-02-07 10:08:05.377075415,Customer_547,South,Technology,Phones,Phones Product 9,1001.44,1,136.64
ORD-1172,2021-02-07 15:23:13.478695739,Customer_961,North,Technology,Machines,Machines Product 21,1786.73,5,-145.68
ORD-1173,2021-02-07 20:38:21.580316063,Customer_739,North,Furniture,Furnishings,Furnishings Product 12,1612.14,8,242.62
ORD-1174,2021-02-08 01:53:29.681936387,Customer_613,West,Furniture,Bookcases,Bookcases Product 30,1277.07,1,-33.56
ORD-1175,2021-02-08 07:08:37.783556711,Customer_943,East,Office Supplies,Paper,Paper Product 31,1771.96,7,49.5
ORD-1176,2021-02-08 12:23:45.885177035,Customer_462,South,Furniture,Tables,Tables Product 40,1360.15,2,107.28
ORD-1177,2021-02-08 17:38:53.986797360,Customer_643,West,Furniture,Bookcases,Bookcases Product 4,1639.52,7,234.64
ORD-1178,2021-02-08 22:54:02.088417684,Customer_769,North,Office Supplies,Storage,Storage Product 31,1131.92,7,-91.28
ORD-1179,2021-02-09 04:09:10.190038008,Customer_5,North,Technology,Phones,Phones Product 27,1055.18,9,230.0
ORD-1180,2021-02-09 09:24:18.291658332,Customer_218,South,Office Supplies,Storage,Storage Product 25,1450.95,6,233.49
ORD-1181,2021-02-09 14:39:26.393278656,Customer_503,East,Furniture,Furnishings,Furnishings Product 5,49.18,4,-4.08
ORD-1182,2021-02-09 19:54:34.494898980,Customer_767,South,Office Supplies,Paper,Paper Product 6,1383.85,7,397.84
ORD-1183,2021-02-10 01:09:42.596519304,Customer_398,West,Technology,Copiers,Copiers Product 5,1869.69,7,247.54
ORD-1184,2021-02-10 06:24:50.698139628,Customer_871,South,Office Supplies,Paper,Paper Product 27,1430.74,4,37.5
ORD-1185,2021-02-10 11:39:58.799759952,Customer_795,North,Furniture,Bookcases,Bookcases Product 8,83.22,2,-10.09
ORD-1186,2021-02-10 16:55:06.901380276,Customer_393,West,Furniture,Furnishings,Furnishings Product 9,761.99,9,50.76
ORD-1187,2021-02-10 22:10:15.003000600,Customer_207,North,Office Supplies,Paper,Paper Product 15,1621.07,8,-190.66
ORD-1188,2021-02-11 03:25:23.104620924,Customer_15,East,Technology,Accessories,Accessories Product 36,1917.63,5,28.28
ORD-1189,2021-02-11 08:40:31.206241248,Customer_858,North,Office Supplies,Art,Art Product 41,746.63,5,3.25
ORD-1190,2021-02-11 13:55:39.307861572,Customer_554,North,Technology,Accessories,Accessories Product 7,1683.98,1,269.39
ORD-1191,2021-02-11 19:10:47.409481896,Customer_892,South,Technology,Copiers,Copiers Product 32,1728.98,9,-179.48
ORD-1192,2021-02-12 00:25:55.511102221,Customer_461,North,Office Supplies,Paper,Paper Product 8,255.34,8,53.86
ORD-1193,2021-02-12 05:41:03.612722545,Customer_691,West,Technology,Accessories,Accessories Product 47,1693.12,5,-62.53
ORD-1194,2021-02-12 10:56:11.714342869,Customer_575,West,Furniture,Chairs,Chairs Product 15,655.26,6,14.41
ORD-1195,2021-02-12 16:11:19.815963193,Customer_864,East,Office Supplies,Art,Art Product 37,1190.54,8,221.64
ORD-1196,2021-02-12 21:26:27.917583517,Customer_743,West,Technology,Copiers,Copiers Product 19,1082.53,6,122.0
ORD-1197,2021-02-13 02:41:36.019203841,Customer_241,South,Furniture,Bookcases,Bookcases Product 39,1329.48,4,-61.14
ORD-1198,2021-02-13 07:56:44.120824165,Customer_564,East,Office Supplies,Art,Art Product 6,1483.52,3,-10.23
ORD-1199,2021-02-13 13:11:52.222444489,Customer_96,West,Furniture,Furnishings,Furnishings Product 19,887.35,7,-41.8
ORD-1200,2021-02-13 18:27:00.324064813,Customer_900,South,Furniture,Bookcases,Bookcases Product 28,1777.74,2,173.13
ORD-1201,2021-02-13 23:42:08.425685137,Customer_734,West,Furniture,Tables,Tables Product 17,1620.9,7,-54.6
ORD-1202,2021-02-14 04:57:16.527305461,Customer_485,West,Technology,Copiers,Copiers Product 42,1572.99,1,256.16
ORD-1203,2021-02-14 10:12:24.628925785,Customer_407,North,Office Supplies,Paper,Paper Product 19,921.91,5,82.87
ORD-1204,2021-02-14 15:27:32.730546109,Customer_231,West,Office Supplies,Storage,Storage Product 31,84.77,9,-10.78
ORD-1205,2021-02-14 20:42:40.832166433,Customer_749,West,Technology,Accessories,Accessories Product 11,989.59,1,-44.4
ORD-1206,2021-02-15 01:57:48.933786757,Customer_655,South,Office Supplies,Storage,Storage Product 15,1797.91,8,-160.51
ORD-1207,2021-02-15 07:12:57.035407081,Customer_171,South,Furniture,Furnishings,Furnishings Product 10,389.0,9,-1.88
ORD-1208,2021-02-15 12:28:05.137027406,Customer_541,North,Office Supplies,Storage,Storage Product 43,1965.36,9,113.98
ORD-1209,2021-02-15 17:43:13.238647730,Customer_36,West,Technology,Phones,Phones Product 23,1617.3,8,86.33
ORD-1210,2021-02-15 22:58:21.340268054,Customer_525,North,Furniture,Furnishings,Furnishings Product 3,1422.56,4,252.17
ORD-1211,2021-02-16 04:13:29.441888378,Customer_160,West,Technology,Machines,Machines Product 3,1357.55,7,-143.1
ORD-1212,2021-02-16 09:28:37.543508702,Customer_839,East,Furniture,Bookcases,Bookcases Product 18,1178.18,1,321.92
ORD-1213,2021-02-16 14:43:45.645129026,Customer_699,East,Furniture,Chairs,Chairs Product 25,1444.13,7,-41.27
ORD-1214,2021-02-16 19:58:53.746749350,Customer_243,North,Office Supplies,Binders,Binders Product 43,849.59,6,-42.37
ORD-1215,2021-02-17 01:14:01.848369674,Customer_86,North,Furniture,Tables,Tables Product 20,1692.12,5,241.28
ORD-1216,2021-02-17 06:29:09.949989998,Customer_796,North,Technology,Accessories,Accessories Product 29,1395.73,1,283.0
ORD-1217,2021-02-17 11:44:18.051610322,Customer_578,South,Office Supplies,Paper,Paper Product 22,1544.79,8,-16.63
ORD-1218,2021-02-17 16:59:26.153230646,Customer_682,South,Technology,Accessories,Accessories Product 15,1587.05,1,275.23
ORD-1219,2021-02-17 22:14:34.254850970,Customer_557,South,Furniture,Chairs,Chairs Product 39,193.22,1,46.73
ORD-1220,2021-02-18 03:29:42.356471294,Customer_574,North,Technology,Copiers,Copiers Product 10,120.73,3,22.14
ORD-1221,2021-02-18 08:44:50.458091618,Customer_953,West,Technology,Copiers,Copiers Product 21,1603.96,8,-293.37
ORD-1222,2021-02-18 13:59:58.559711942,Customer_646,East,Furniture,Chairs,Chairs Product 29,526.17,8,112.43
ORD-1223,2021-02-18 19:15:06.661332267,Customer_796,North,Office Supplies,Binders,Binders Product 32,1168.12,7,218.72
ORD-1224,2021-02-19 00:30:14.762952591,Customer_28,South,Technology,Phones,Phones Product 10,892.98,5,120.24
ORD-1225,2021-02-19 05:45:22.864572915,Customer_620,South,Furniture,Chairs,Chairs Product 13,53.86,8,9.7
